date,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,WSPM,weather_condition
2015-08-01,38.483870967741936,54.41801075268817,2.7526881720430105,22.616935483870968,500.0,85.0532811827957,26.23481182795699,998.7971774193549,17.89489247311828,0.09811827956989247,1.459274193548387,Extreme Hot
2015-09-01,42.84305555555556,50.74305555555556,4.127777777777777,38.25347222222222,726.4583333333334,57.187333888888894,20.402916666666666,1006.6304166666666,13.37263888888889,0.20833333333333334,1.4265972222222223,Extreme Hot
2015-10-01,40.6760752688172,60.25,4.84005376344086,46.86491935483871,852.6881720430107,37.85312338709677,14.438844086021504,1010.8567204301075,3.2696236559139784,0.014112903225806451,1.8713037634408602,Cold
2015-11-01,89.04722222222222,97.75555555555555,7.486111111111112,58.96388888888889,1661.1805555555554,12.405555555555555,3.215277777777778,1018.2880555555555,-1.2502777777777778,0.09416666666666668,1.321875,Cold
2015-12-01,104.7513440860215,123.10618279569891,14.0,73.81451612903226,1840.7930107526884,13.403225806451612,0.03118279569892472,1018.9263440860216,-8.508333333333333,0.0041666666666666675,1.707258064516129,Cold
2016-01-01,53.528225806451616,79.27822580645162,15.891129032258064,55.159274193548384,1290.5913978494625,29.397849462365592,-4.150268817204301,1020.8315860215054,-18.60456989247312,0.00040322580645161296,2.335551075268817,Freezing
2016-02-01,35.26293103448276,54.87931034482759,11.952586206896552,43.64367816091954,885.8477011494252,45.05316091954023,1.4364942528735631,1017.4918103448276,-14.922557471264367,0.007758620689655172,2.4557471264367816,Cold
2016-03-01,67.52956989247312,117.95967741935483,12.224462365591398,59.05241935483871,1071.236559139785,43.971774193548384,8.850134408602152,1011.7354838709678,-9.568548387096774,0.0,2.011760752688172,Cold
2016-04-01,56.795833333333334,102.46527777777779,7.451388888888888,43.2375,746.0416666666666,62.33652555555555,16.328055555555558,1002.8811111111112,-1.4331944444444444,0.012222222222222223,2.288819444444444,Cold
2016-05-01,50.34139784946236,75.95833333333334,6.155913978494624,34.45967741935484,593.6155913978495,82.02966935483872,21.062903225806455,1000.7041666666667,6.174327956989248,0.04865591397849462,2.094220430107527,Warm
2016-06-01,53.1,67.31805555555556,3.9152777777777774,31.710416666666667,647.7777777777777,92.95631083333333,25.385694444444443,996.0165277777778,14.299027777777779,0.0801388888888889,1.839375,Warm
2016-07-01,54.901881720430104,68.10887096774194,3.0053763440860215,27.278225806451612,957.5268817204301,87.68948467741936,27.111290322580647,995.9969086021506,20.463440860215055,0.3666666666666667,1.647244623655914,Humid
2016-08-01,36.836021505376344,52.66532258064516,2.89247311827957,27.679435483870968,878.0913978494623,75.37200026881722,27.188440860215056,998.9866935483872,18.888306451612905,0.06532258064516129,1.632728494623656,Humid
2016-09-01,44.74722222222223,56.91111111111111,3.3958333333333335,37.43611111111111,795.6944444444445,55.93237944444444,21.384400683421518,1004.5782638888888,13.320416666666667,0.07277777777777779,1.5366666666666666,Warm
2016-10-01,77.65456989247312,95.40860215053763,3.420698924731183,53.369623655913976,1149.9327956989246,23.533411559139786,12.818898009472607,1012.1887768817205,6.782258064516129,0.11021505376344086,1.4985887096774193,Cold
2016-11-01,84.29861111111111,115.60833333333333,10.069444444444445,60.922222222222224,1606.8055555555554,13.27638888888889,4.117361111111111,1015.4884722222222,-5.369027777777777,0.012777777777777779,1.7259722222222222,Cold
2016-12-01,96.2002688172043,116.2741935483871,15.364247311827958,67.13440860215053,1757.8629032258063,14.225806451612904,0.09986559139784948,1018.3190860215053,-10.711424731182795,0.0,1.6356854838709676,Cold
2017-01-01,84.25403225806451,101.14650537634408,16.006720430107528,53.182123655913976,1344.8924731182794,29.392473118279568,-1.3927369751664105,1019.7347222222222,-14.28225806451613,0.0,1.9171370967741934,Freezing
2017-02-01,58.266369047619044,71.07440476190476,14.967261904761903,46.4248511904762,1070.5357142857142,36.92708333333333,2.3755233134920637,1016.9355654761905,-13.972023809523808,0.002976190476190476,2.1016369047619046,Cold
